Name::Name,02:31:58.9216356_T::Time!!I,Area::Area!!R,Channel_1_mScarlet.Intensity Mean Value::Channel_1_mScarlet.Intensity Mean Value!!R,Channel_2_GFP.Intensity Mean Value::Channel_2_GFP.Intensity Mean Value!!R
,,"µm²",,
"Spline Contour",1,18.86589890513,126.91461836999,113.2936610608
"Spline Contour",2,18.86589890513,127.64294954722,112.52263906856
"Spline Contour",3,18.86589890513,126.90297542044,112.87580853816
"Spline Contour",4,18.86589890513,126.90815006468,112.69469598965
"Spline Contour",5,18.86589890513,127.32858990944,112.86545924968
"Spline Contour",6,18.86589890513,127.13712807245,112.89003880983
"Spline Contour",7,18.86589890513,127.39715394567,113.07503234153
"Spline Contour",8,18.86589890513,127.3893919793,113.05174644243
"Spline Contour",9,18.86589890513,127.61448900388,112.87063389392
"Spline Contour",10,18.86589890513,127.17593790427,112.94954721863
"Spline Contour",11,18.86589890513,127.18758085382,112.92238033635
"Spline Contour",12,18.86589890513,126.85252263907,112.81630012937
"Spline Contour",13,18.86589890513,126.77619663648,112.53557567917
"Spline Contour",14,18.86589890513,127.33505821475,112.52910737387
"Spline Contour",15,18.86589890513,127.32729624838,112.40620957309
"Spline Contour",16,18.86589890513,127.02587322122,112.78654592497
"Spline Contour",17,18.86589890513,127.01293661061,112.54592496766
"Spline Contour",18,18.86589890513,127.31953428202,112.56403622251
"Spline Contour",19,18.86589890513,126.72833117723,112.30271668823
"Spline Contour",20,18.86589890513,127.02199223803,112.69728331177
"Spline Contour",21,18.86589890513,126.90815006468,112.21733505822
"Spline Contour",22,18.86589890513,126.89391979301,112.69469598965
"Spline Contour",23,18.86589890513,126.83053040104,112.57309184994
"Spline Contour",24,18.86589890513,127.27296248383,112.91203104787
"Spline Contour",25,18.86589890513,126.96636481242,112.47347994825
"Spline Contour",26,18.86589890513,127.48124191462,112.17593790427
"Spline Contour",27,18.86589890513,126.74773609314,112.34023285899
"Spline Contour",28,18.86589890513,127.00517464424,112.16688227684
"Spline Contour",29,18.86589890513,126.8318240621,112.16300129366
"Spline Contour",30,18.86589890513,127.10866752911,112.24450194049
"Spline Contour",31,18.86589890513,126.46571798189,112.01293661061
"Spline Contour",32,18.86589890513,126.16041397154,112.17981888745
"Spline Contour",33,18.86589890513,126.59637774903,112.15394566624
"Spline Contour",34,18.86589890513,126.87580853816,112.15265200518
"Spline Contour",35,18.86589890513,126.72056921087,112.2639068564
"Spline Contour",36,18.86589890513,126.86545924968,112.46959896507
"Spline Contour",37,18.86589890513,126.95601552393,111.77619663648
"Spline Contour",38,18.86589890513,127.50323415265,112.48641655886
"Spline Contour",39,18.86589890513,127.77749029754,112.39586028461
"Spline Contour",40,18.86589890513,126.71539456662,112.31824062096
"Spline Contour",41,18.86589890513,127.18111254851,112.57826649418
"Spline Contour",42,18.86589890513,126.83441138422,112.16041397154
